primary_title,production_budget,domestic_gross,worldwide_gross,net_revenue
The Santa Clause,22000000.0,144833357.0,189800000.0,167800000.0
The Game Plan,22000000.0,90648202.0,146590987.0,124590987.0
The Rookie,22000000.0,75600072.0,80491516.0,58491516.0
The Bridges of Madison County,22000000.0,71516617.0,175516617.0,153516617.0
Son of God,22000000.0,59700064.0,70949793.0,48949793.0
The Animal,22000000.0,55762229.0,55762229.0,33762229.0
The Hundred-Foot Journey,22000000.0,54235441.0,94270488.0,72270488.0
Gandhi,22000000.0,52767889.0,127767889.0,105767889.0
Underworld,22000000.0,51970690.0,95708457.0,73708457.0
The Net,22000000.0,50621733.0,110521733.0,88521733.0
Diary of a Wimpy Kid: Dog Days,22000000.0,49008662.0,77229695.0,55229695.0
I Am Sam,22000000.0,40270895.0,92542418.0,70542418.0
Derailed,22000000.0,36020063.0,57520063.0,35520063.0
The Informant!,22000000.0,33316821.0,41771168.0,19771168.0
Delivery Man,22000000.0,30659817.0,70536870.0,48536870.0
"Hail, Caesar!",22000000.0,30080225.0,64160680.0,42160680.0
Jay and Silent Bob Strike Back,22000000.0,30059386.0,33762400.0,11762400.0
Shadowlands,22000000.0,25842377.0,25842377.0,3842377.0
Traitor,22000000.0,23530831.0,27882226.0,5882226.0
Deuce Bigalow: European Gigolo,22000000.0,22400154.0,45273464.0,23273464.0
Diary of a Wimpy Kid: The Long Haul,22000000.0,20738724.0,35609577.0,13609577.0
Mad Money,22000000.0,20668843.0,25044057.0,3044057.0
Homefront,22000000.0,20158492.0,51695362.0,29695362.0
Igor,22000000.0,19528602.0,31013349.0,9013349.0
Saving Silverman,22000000.0,19351569.0,25873142.0,3873142.0
Summer of Sam,22000000.0,19288130.0,19288130.0,-2711870.0
The Glass House,22000000.0,17951431.0,22861785.0,861785.0
The Transporter Refueled,22000000.0,16029670.0,69698495.0,47698495.0
The Island,22000000.0,15716828.0,15716828.0,-6283172.0
Josie and the Pussycats,22000000.0,14252830.0,14252830.0,-7747170.0
Hit & Run,22000000.0,13749300.0,17216955.0,-4783045.0
The Little Vampire,22000000.0,13555988.0,13555988.0,-8444012.0
I Heart Huckabees,22000000.0,12784713.0,20034713.0,-1965287.0
"Roman J. Israel, Esq.",22000000.0,11962712.0,12967012.0,-9032988.0
Out of the Furnace,22000000.0,11330849.0,15434375.0,-6565625.0
RoboCop 3,22000000.0,10696210.0,10696210.0,-11303790.0
Dudley Do-Right,22000000.0,9818792.0,9818792.0,-12181208.0
Just Getting Started,22000000.0,6069605.0,6756412.0,-15243588.0
Megiddo: Omega Code 2,22000000.0,6047691.0,6047691.0,-15952309.0
Darling Lili,22000000.0,5000000.0,5000000.0,-17000000.0
The Libertine,22000000.0,4835065.0,9448623.0,-12551377.0
Zwartboek,22000000.0,4398532.0,27238354.0,5238354.0
Before I Go to Sleep,22000000.0,3242457.0,19563579.0,-2436421.0
Stone,22000000.0,1810078.0,4065020.0,-17934980.0
Joyeux NoÃ«l,22000000.0,1054361.0,23134075.0,1134075.0
Metegol,22000000.0,0.0,34061097.0,12061097.0
Sorcerer,21600000.0,12000000.0,12005968.0,-9594032.0
MoliÃ¨re,21600000.0,635733.0,791154.0,-20808846.0
Michael Clayton,21500000.0,49033882.0,92987651.0,71487651.0
Arlington Road,21500000.0,24419219.0,24419219.0,2919219.0
My Fellow Americans,21500000.0,22331846.0,22331846.0,831846.0
To Rome with Love,21500000.0,16684352.0,74326015.0,52826015.0
Silver Linings Playbook,21000000.0,132092958.0,236412453.0,215412453.0
Blockers,21000000.0,60311495.0,94045328.0,73045328.0
Pet Sematary,21000000.0,54724696.0,109501146.0,88501146.0
"South Park: Bigger, Longer & Uncut",21000000.0,52037603.0,52037603.0,31037603.0
Firefox,21000000.0,45785720.0,45785720.0,24785720.0
Death at a Funeral,21000000.0,42739347.0,48977233.0,27977233.0
Teenage Mutant Ninja Turtles III,21000000.0,42273609.0,42273609.0,21273609.0
Hardball,21000000.0,40222729.0,43728560.0,22728560.0
For Colored Girls,21000000.0,37729698.0,38017873.0,17017873.0
Freedom Writers,21000000.0,36605602.0,43632609.0,22632609.0
Kidnap,21000000.0,30718107.0,34836080.0,13836080.0
The Transporter,21000000.0,25296447.0,43928932.0,22928932.0
Never Back Down,21000000.0,24850922.0,39319801.0,18319801.0
Tinker Tailor Soldier Spy,21000000.0,24149393.0,81452811.0,60452811.0
Victoria and Abdul,21000000.0,22245070.0,68271146.0,47271146.0
The Bachelor,21000000.0,21731001.0,36882378.0,15882378.0
The Rage: Carrie 2,21000000.0,17760244.0,17760244.0,-3239756.0
Swing Vote,21000000.0,16289867.0,17589867.0,-3410133.0
Away We Go,21000000.0,9451946.0,10108016.0,-10891984.0
Moonlight Mile,21000000.0,6830957.0,6830957.0,-14169043.0
The Beaver,21000000.0,970816.0,5046038.0,-15953962.0
Bitter Harvest,21000000.0,557241.0,606162.0,-20393838.0
Molly,21000000.0,17396.0,17396.0,-20982604.0
Velvet Buzzsaw,21000000.0,0.0,0.0,-21000000.0
eXistenZ,20700000.0,2840417.0,2840417.0,-17859583.0
The Best Little Whorehouse in Texas,20500000.0,69701637.0,69701637.0,49201637.0
Pulse,20500000.0,20264436.0,30241435.0,9741435.0
Beauty and the Beast,20000000.0,376057266.0,608431132.0,588431132.0
Raiders of the Lost Ark,20000000.0,225686079.0,367452079.0,347452079.0
Us,20000000.0,175006930.0,254210310.0,234210310.0
Home Alone 2: Lost in New York,20000000.0,173585516.0,358994850.0,338994850.0
Close Encounters of the Third Kind,20000000.0,169100479.0,340800479.0,320800479.0
Beverly Hills Cop II,20000000.0,153665036.0,276665036.0,256665036.0
La La Land,20000000.0,151101803.0,426351163.0,406351163.0
The Conjuring,20000000.0,137400141.0,318000141.0,298000141.0
Bringing Down the House,20000000.0,132675402.0,164675402.0,144675402.0
Wonder,20000000.0,132422809.0,304604712.0,284604712.0
The Silence of the Lambs,20000000.0,130726716.0,275726716.0,255726716.0
Wayne's World,20000000.0,121697323.0,183097323.0,163097323.0
Jackass 3D,20000000.0,117229692.0,171685793.0,151685793.0
Bad Moms,20000000.0,113257297.0,180998716.0,160998716.0
Glass,20000000.0,111035005.0,245303505.0,225303505.0
Jaws 2,20000000.0,102922376.0,208900376.0,188900376.0
Beverly Hills Chihuahua,20000000.0,94514402.0,154218168.0,134218168.0
Tammy,20000000.0,84525432.0,96407655.0,76407655.0
Are We There Yet?,20000000.0,82674398.0,98114471.0,78114471.0
The Descendants,20000000.0,82624961.0,175507800.0,155507800.0
School of Rock,20000000.0,81261177.0,131944672.0,111944672.0
Disturbia,20000000.0,80818974.0,118537627.0,98537627.0
Free Willy,20000000.0,77698625.0,153698625.0,133698625.0
Tyler Perryâs Boo! A Madea Halloween,20000000.0,73206343.0,73206343.0,53206343.0
Mortal Kombat,20000000.0,70433227.0,122133227.0,102133227.0
White Chicks,20000000.0,69148997.0,111448997.0,91448997.0
Obsessed,20000000.0,68261644.0,73964713.0,53964713.0
Holes,20000000.0,67383924.0,71232214.0,51232214.0
Tyler Perry's Madea's Witness Protection,20000000.0,65653242.0,66950887.0,46950887.0
The Last Song,20000000.0,62950384.0,92678948.0,72678948.0
Why Did I Get Married Too?,20000000.0,60095852.0,60831067.0,40831067.0
La vita Ã¨ bella,20000000.0,57598247.0,229385361.0,209385361.0
12 Years a Slave,20000000.0,56671993.0,181025343.0,161025343.0
Drumline,20000000.0,56398162.0,56398162.0,36398162.0
Me Before You,20000000.0,56245075.0,208265198.0,188265198.0
What Men Want,20000000.0,54611903.0,69911903.0,49911903.0
Barbershop: The Next Cut,20000000.0,54030051.0,54404202.0,34404202.0
Edward Scissorhands,20000000.0,53976987.0,53976987.0,33976987.0
A Simple Favor,20000000.0,53548586.0,97628717.0,77628717.0
Selma,20000000.0,52076908.0,66776576.0,46776576.0
Popeye,20000000.0,49823037.0,49823037.0,29823037.0
Date Movie,20000000.0,48548426.0,85146165.0,65146165.0
Peter Pan: Return to Neverland,20000000.0,48430258.0,109862682.0,89862682.0
The Jungle Book 2,20000000.0,47901582.0,140122225.0,120122225.0
Premonition,20000000.0,47852604.0,81461343.0,61461343.0
Tyler Perryâs Boo 2! A Madea Halloween,20000000.0,47319572.0,47879572.0,27879572.0
Boogeyman,20000000.0,46752382.0,67192859.0,47192859.0
The Tigger Movie,20000000.0,45542421.0,96147688.0,76147688.0
Spotlight,20000000.0,45055776.0,92088460.0,72088460.0
Acrimony,20000000.0,43549096.0,46627836.0,26627836.0
Max,20000000.0,42656255.0,43658157.0,23658157.0
Meet the Browns,20000000.0,41975388.0,41975388.0,21975388.0
Orphan,20000000.0,41596251.0,78769428.0,58769428.0
The Star,20000000.0,40847995.0,62758010.0,42758010.0
Epic Movie,20000000.0,39739367.0,86858578.0,66858578.0
Lakeview Terrace,20000000.0,39263506.0,44821299.0,24821299.0
The Grudge 2,20000000.0,39143839.0,70743839.0,50743839.0
Nerve,20000000.0,38583626.0,70652284.0,50652284.0
Conan the Barbarian,20000000.0,38264085.0,79114085.0,59114085.0
How Stella Got Her Groove Back,20000000.0,37672944.0,37672944.0,17672944.0
Bill & Ted's Bogus Journey,20000000.0,37537675.0,37537675.0,17537675.0
Man of the Year,20000000.0,37442180.0,41342180.0,21342180.0
Risen,20000000.0,36880033.0,46255763.0,26255763.0
Vampires Suck,20000000.0,36661504.0,81424988.0,61424988.0
The Black Hole,20000000.0,35841901.0,35841901.0,15841901.0
The American,20000000.0,35606376.0,67950723.0,47950723.0
Selena,20000000.0,35450113.0,35450113.0,15450113.0
A Very Harold & Kumar 3D Christmas,20000000.0,35061031.0,36265745.0,16265745.0
Eternal Sunshine of the Spotless Mind,20000000.0,34366518.0,72570762.0,52570762.0
Texas Chainsaw 3D,20000000.0,34341945.0,47666013.0,27666013.0
Babel,20000000.0,34302837.0,132121212.0,112121212.0
This is Where I Leave You,20000000.0,34296320.0,41296320.0,21296320.0
Doubt,20000000.0,33446470.0,53191101.0,33191101.0
Team America: World Police,20000000.0,32774834.0,50948811.0,30948811.0
Copycat,20000000.0,32051917.0,32051917.0,12051917.0
Scary Movie V,20000000.0,32015787.0,78613981.0,58613981.0
She's Out of My League,20000000.0,32010860.0,48680977.0,28680977.0
Milk,20000000.0,31841299.0,57293371.0,37293371.0
Paint Your Wagon,20000000.0,31678778.0,31678778.0,11678778.0
The Debt,20000000.0,31177548.0,46604054.0,26604054.0
Ghost Ship,20000000.0,30113491.0,68349884.0,48349884.0
Daybreakers,20000000.0,30101577.0,51445503.0,31445503.0
The Bank Job,20000000.0,30060660.0,66143005.0,46143005.0
Wild Things,20000000.0,29795299.0,55576699.0,35576699.0
The Stepfather,20000000.0,29062561.0,29227561.0,9227561.0
High Fidelity,20000000.0,27277055.0,47881663.0,27881663.0
Stick It,20000000.0,26910736.0,30399714.0,10399714.0
One Missed Call,20000000.0,26890041.0,44513466.0,24513466.0
Eye for an Eye,20000000.0,26792700.0,26792700.0,6792700.0
Street Kings,20000000.0,26418667.0,65457811.0,45457811.0
The World's End,20000000.0,26004851.0,47508505.0,27508505.0
From Dusk Till Dawn,20000000.0,25728961.0,25732986.0,5732986.0
You Again,20000000.0,25702053.0,32838945.0,12838945.0
Nancy Drew,20000000.0,25584685.0,30703845.0,10703845.0
Alpha and Omega 3D,20000000.0,25107267.0,48958353.0,28958353.0
On the Basis of Sex,20000000.0,24622687.0,38073377.0,18073377.0
Endless Love,20000000.0,23438250.0,34718173.0,14718173.0
The Covenant,20000000.0,23364784.0,38164784.0,18164784.0
Monte Carlo,20000000.0,23186769.0,39686769.0,19686769.0
Stay Alive,20000000.0,23086480.0,23187506.0,3187506.0
2 For the Money,20000000.0,22991379.0,30491379.0,10491379.0
Rough Night,20000000.0,22105643.0,46844357.0,26844357.0
Psycho,20000000.0,21541218.0,37226218.0,17226218.0
Quigley Down Under,20000000.0,21413105.0,21413105.0,1413105.0
To Die For,20000000.0,21284514.0,27688744.0,7688744.0
Shorts,20000000.0,20919166.0,29870801.0,9870801.0
Vampires,20000000.0,20268825.0,20268825.0,268825.0
Appaloosa,20000000.0,20211394.0,27911453.0,7911453.0
Secret in Their Eyes,20000000.0,20180155.0,32608019.0,12608019.0
Yu-Gi-Oh,20000000.0,19762690.0,28762690.0,8762690.0
Reign Over Me,20000000.0,19661987.0,20081987.0,81987.0
My Best Friend's Girl,20000000.0,19219250.0,34787111.0,14787111.0
Georgia Rule,20000000.0,18882880.0,20819601.0,819601.0
Under the Rainbow,20000000.0,18826490.0,18826490.0,-1173510.0
Ladyhawke,20000000.0,18400000.0,18400000.0,-1600000.0
Into the Wild,20000000.0,18354356.0,56822960.0,36822960.0
Simon Birch,20000000.0,18253415.0,18310591.0,-1689409.0
Pooh's Heffalump Movie,20000000.0,18098433.0,55686944.0,35686944.0
School for Scoundrels,20000000.0,17807569.0,17807569.0,-2192431.0
Silent Hill: Revelation 3D,20000000.0,17530219.0,55975672.0,35975672.0
Home for the Holidays,20000000.0,17468887.0,22119269.0,2119269.0
The Zookeeperâs Wife,20000000.0,17445186.0,26308749.0,6308749.0
Fired Up,20000000.0,17231291.0,18608570.0,-1391430.0
Kung Fu Hustle,20000000.0,17104669.0,102034104.0,82034104.0
The Country Bears,20000000.0,16988996.0,16988996.0,-3011004.0
Flatliners,20000000.0,16883115.0,45173738.0,25173738.0
Dead Silence,20000000.0,16574590.0,20614661.0,614661.0
21 Grams,20000000.0,16248701.0,59667625.0,39667625.0
Armored,20000000.0,15988876.0,23661038.0,3661038.0
The Kite Runner,20000000.0,15800078.0,74180745.0,54180745.0
Paparazzi,20000000.0,15712072.0,16612072.0,-3387928.0
A Guy Thing,20000000.0,15543862.0,17430594.0,-2569406.0
The Greatest Story Ever Told,20000000.0,15473333.0,15473333.0,-4526667.0
Loser,20000000.0,15464026.0,18250106.0,-1749894.0
Twilight,20000000.0,15055091.0,15055091.0,-4944909.0
Capitalism: A Love Story,20000000.0,14363397.0,19121531.0,-878469.0
Lockout,20000000.0,14326865.0,33943049.0,13943049.0
Disaster Movie,20000000.0,14190901.0,36720752.0,16720752.0
What's Your Number?,20000000.0,14011084.0,30163785.0,10163785.0
The Man Who Knew Too Little,20000000.0,13801755.0,13801755.0,-6198245.0
Crank 2: High Voltage,20000000.0,13684249.0,35472739.0,15472739.0
Burnt,20000000.0,13651946.0,36773510.0,16773510.0
Envy,20000000.0,13548322.0,14566246.0,-5433754.0
One Night with the King,20000000.0,13395961.0,13725032.0,-6274968.0
Bullets Over Broadway,20000000.0,13383747.0,13383747.0,-6616253.0
Ghost Town,20000000.0,13367624.0,29958228.0,9958228.0
The Quiet American,20000000.0,12987647.0,26348203.0,6348203.0
Triple 9,20000000.0,12639297.0,25943792.0,5943792.0
The Light Between Oceans,20000000.0,12545979.0,22281732.0,2281732.0
The Weather Man,20000000.0,12482775.0,15466961.0,-4533039.0
Undisputed,20000000.0,12398628.0,12398628.0,-7601372.0
12 Rounds,20000000.0,12234694.0,17306648.0,-2693352.0
Let Me In,20000000.0,12134935.0,28270399.0,8270399.0
3 Ninjas Kick Back,20000000.0,11744960.0,11744960.0,-8255040.0
Be Kind Rewind,20000000.0,11175164.0,30894247.0,10894247.0
Mrs. Henderson Presents,20000000.0,11036366.0,27836366.0,7836366.0
Deconstructing Harry,20000000.0,10686841.0,10686841.0,-9313159.0
Three to Tango,20000000.0,10570375.0,10570375.0,-9429625.0
We're No Angels,20000000.0,10555348.0,10555348.0,-9444652.0
Everyone Says I Love You,20000000.0,9725847.0,34600000.0,14600000.0
Death Sentence,20000000.0,9534258.0,16907831.0,-3092169.0
Popstar: Never Stop Never Stopping,20000000.0,9496130.0,9537120.0,-10462880.0
Thank You for Your Service,20000000.0,9479390.0,9985316.0,-10014684.0
Everybody's Fine,20000000.0,9208876.0,9208876.0,-10791124.0
Superbabies: Baby Geniuses 2,20000000.0,9109322.0,9355369.0,-10644631.0
Battle of the Year,20000000.0,8888355.0,16723377.0,-3276623.0
Ratchet and Clank,20000000.0,8813410.0,14365639.0,-5634361.0
Death at a Funeral,20000000.0,8580428.0,46790428.0,26790428.0
The Man,20000000.0,8330720.0,10393696.0,-9606304.0
Code Name: The Cleaner,20000000.0,8135024.0,8135024.0,-11864976.0
Inherent Vice,20000000.0,8110975.0,14772346.0,-5227654.0
Connie & Carla,20000000.0,8047525.0,8047525.0,-11952475.0
Machete Kills,20000000.0,8008161.0,18273009.0,-1726991.0
Sweet Charity,20000000.0,8000000.0,8000000.0,-12000000.0
Doogal,20000000.0,7578946.0,28058652.0,8058652.0
Proof,20000000.0,7535331.0,8284331.0,-11715669.0
An American Carol,20000000.0,7013191.0,7022183.0,-12977817.0
Willard,20000000.0,6882696.0,6882696.0,-13117304.0
Strange Wilderness,20000000.0,6575282.0,6947084.0,-13052916.0
Little Boy,20000000.0,6485961.0,17769299.0,-2230701.0
Topsy Turvy,20000000.0,6201757.0,6201757.0,-13798243.0
Chasing Mavericks,20000000.0,6002756.0,8300821.0,-11699179.0
A Most Violent Year,20000000.0,5749134.0,8846875.0,-11153125.0
A Dangerous Method,20000000.0,5702083.0,14807531.0,-5192469.0
A Scanner Darkly,20000000.0,5501616.0,7405084.0,-12594916.0
Bandslam,20000000.0,5210988.0,12967829.0,-7032171.0
Alone in the Dark,20000000.0,5178569.0,10588079.0,-9411921.0
Birth,20000000.0,5005899.0,14603001.0,-5396999.0
Hands of Stone,20000000.0,4712792.0,5031975.0,-14968025.0
Passchendaele,20000000.0,4452423.0,4453327.0,-15546673.0
Flash of Genius,20000000.0,4442377.0,4504111.0,-15495889.0
Iâm Not There,20000000.0,4017609.0,12397613.0,-7602387.0
The Cold Light of Day,20000000.0,3763583.0,25361206.0,5361206.0
The Brothers Bloom,20000000.0,3531756.0,5531756.0,-14468244.0
"Synecdoche, New York",20000000.0,3083538.0,4383538.0,-15616462.0
Suspiria,20000000.0,2483472.0,7034615.0,-12965385.0
LBJ,20000000.0,2468683.0,2507181.0,-17492819.0
Mononoke-hime,20000000.0,2374107.0,150350000.0,130350000.0
Bon Voyage,20000000.0,2353728.0,8361736.0,-11638264.0
My All-American,20000000.0,2246000.0,2246000.0,-17754000.0
Can't Stop the Music,20000000.0,2000000.0,2000000.0,-18000000.0
The Proposition,20000000.0,1903434.0,5313608.0,-14686392.0
Marci X,20000000.0,1646664.0,1646664.0,-18353336.0
Equilibrium,20000000.0,1190018.0,5345869.0,-14654131.0
Dylan Dog: Dead of Night,20000000.0,1186538.0,6093725.0,-13906275.0
The Oogieloves in the BIG Balloon Adventure,20000000.0,1065907.0,1065907.0,-18934093.0
The Children of Huang Shi,20000000.0,1031872.0,8221700.0,-11778300.0
The Yards,20000000.0,882710.0,2282710.0,-17717290.0
Middle Men,20000000.0,754301.0,754301.0,-19245699.0
JÃ¬yÃ¬ dÃ shÄ«,20000000.0,587470.0,43888531.0,23888531.0
All Good Things,20000000.0,582024.0,873617.0,-19126383.0
By the Sea,20000000.0,538460.0,3727746.0,-16272254.0
Steamboy,20000000.0,468867.0,10468867.0,-9531133.0
The Game of Their Lives,20000000.0,375474.0,375474.0,-19624526.0
Rapa Nui,20000000.0,305070.0,305070.0,-19694930.0
The Tempest,20000000.0,277943.0,277943.0,-19722057.0
é·æ±ä¸è (CJ7),20000000.0,206678.0,47300771.0,27300771.0
The Burning Plain,20000000.0,200730.0,1167092.0,-18832908.0
Les Couloirs du temps: Les visiteurs 2,20000000.0,146072.0,26146072.0,6146072.0
People I Know,20000000.0,121972.0,5694213.0,-14305787.0
Regression,20000000.0,55039.0,15824374.0,-4175626.0
Admiral,20000000.0,0.0,38585047.0,18585047.0
Zambezia,20000000.0,0.0,34454336.0,14454336.0
Three Kingdoms: Resurrection of the Dragon,20000000.0,0.0,22139590.0,2139590.0
The Touch,20000000.0,0.0,5918742.0,-14081258.0
Survivor,20000000.0,0.0,1703281.0,-18296719.0
The History of Love,20000000.0,0.0,476624.0,-19523376.0
Butterfly on a Wheel,20000000.0,0.0,0.0,-20000000.0
Dwegons and Leprechauns,20000000.0,0.0,0.0,-20000000.0
Fight Valley,20000000.0,0.0,0.0,-20000000.0
The Thousand Miles,20000000.0,0.0,0.0,-20000000.0
Bird Box,19800000.0,0.0,0.0,-19800000.0
Der Baader Meinhof Komplex,19700000.0,476270.0,16498827.0,-3201173.0
The Shape of Water,19500000.0,63859435.0,195790794.0,176290794.0
De rouille et dâos,19500000.0,2061449.0,29393634.0,9893634.0
The Painted Veil,19400000.0,8060487.0,15118795.0,-4281205.0
The Frozen Ground,19200000.0,0.0,5617460.0,-13582540.0
The Devil's Double,19100000.0,1361512.0,5965646.0,-13134354.0
Back to the Future,19000000.0,212259762.0,385524784.0,366524784.0
Dances with Wolves,19000000.0,184208842.0,424200000.0,405200000.0
Scary Movie,19000000.0,157019771.0,277200000.0,258200000.0
Bad Teacher,19000000.0,100292856.0,215448997.0,196448997.0
Sausage Party,19000000.0,97670358.0,141344255.0,122344255.0
Sea of Love,19000000.0,58571513.0,58571513.0,39571513.0
Just Married,19000000.0,56127162.0,101564935.0,82564935.0
I Can Do Bad All By Myself,19000000.0,51733921.0,51733921.0,32733921.0
A Cinderella Story,19000000.0,51438175.0,70164105.0,51164105.0
The Shining,19000000.0,44017374.0,44728227.0,25728227.0
Thirteen Ghosts,19000000.0,41867960.0,68467960.0,49467960.0
House on Haunted Hill,19000000.0,40846082.0,65090541.0,46090541.0
The Crazies,19000000.0,39123589.0,56445534.0,37445534.0
Notorious,19000000.0,36843682.0,44972183.0,25972183.0
Nobodyâs Fool,19000000.0,31713110.0,32589493.0,13589493.0
The Switch,19000000.0,27758465.0,49858465.0,30858465.0
Leap Year,19000000.0,25918920.0,32618920.0,13618920.0
The Book Thief,19000000.0,21488481.0,76086711.0,57086711.0
"Gone, Baby, Gone",19000000.0,20300218.0,34352162.0,15352162.0
Thomas and the Magic Railroad,19000000.0,15911332.0,15911332.0,-3088668.0
Mutiny on The Bounty,19000000.0,13680000.0,13680000.0,-5320000.0
Sen to Chihiro no Kamikakushi,19000000.0,10049886.0,274949886.0,255949886.0
Sex Drive,19000000.0,8402485.0,10412485.0,-8587515.0
Firestorm,19000000.0,8123860.0,8123860.0,-10876140.0
Take Me Home Tonight,19000000.0,6928068.0,7576604.0,-11423396.0
Won't Back Down,19000000.0,5310554.0,5745503.0,-13254497.0
Action Point,19000000.0,5059608.0,5103675.0,-13896325.0
The Fall of the Roman Empire,19000000.0,4750000.0,4750000.0,-14250000.0
The Nutcracker,19000000.0,2119994.0,2119994.0,-16880006.0
George Balanchine\'s The Nutcracker,19000000.0,2119994.0,2119994.0,-16880006.0
Kansas City,19000000.0,1353824.0,1353824.0,-17646176.0
Out of the Inferno,19000000.0,0.0,0.0,-19000000.0
George A. Romero's Land of the Dead,18975000.0,20700082.0,47751015.0,28776015.0
IndigÃ¨nes,18900000.0,320700.0,26063572.0,7163572.0
The Amityville Horror,18500000.0,65233369.0,109175673.0,90675673.0
Adaptation,18500000.0,22498520.0,32531759.0,14031759.0
The Invention of Lying,18500000.0,18451251.0,32679264.0,14179264.0
Fear and Loathing in Las Vegas,18500000.0,10680275.0,13711903.0,-4788097.0
Ne le dis Ã personne,18500000.0,6198883.0,33954018.0,15454018.0
Left Behind,18500000.0,4221341.0,4221341.0,-14278659.0
Neighbors,18000000.0,150086800.0,270944428.0,252944428.0
Borat,18000000.0,128505958.0,261443242.0,243443242.0
The Mask,18000000.0,119920129.0,351620129.0,333620129.0
Big,18000000.0,114968774.0,151668774.0,133668774.0
Legally Blonde,18000000.0,96493426.0,141809235.0,123809235.0
Mean Girls,18000000.0,86047227.0,130953026.0,112953026.0
Star Trek III: The Search for Spock,18000000.0,76471046.0,87000000.0,69000000.0
The Exorcism of Emily Rose,18000000.0,75072454.0,144529078.0,126529078.0
Deuce Bigalow: Male Gigolo,18000000.0,65535067.0,92935067.0,74935067.0
Barbershop 2: Back in Business,18000000.0,65070412.0,65842412.0,47842412.0
The Family Stone,18000000.0,60062868.0,92357499.0,74357499.0
Bad Santa,18000000.0,60060328.0,77147031.0,59147031.0
Predator,18000000.0,59735548.0,98267558.0,80267558.0
My Big Fat Greek Wedding 2,18000000.0,59689605.0,92096558.0,74096558.0
The Perfect Guy,18000000.0,57027435.0,60278166.0,42278166.0
Austin Powers: International Man of Mystery,18000000.0,53883989.0,67683989.0,49683989.0
Diary of a Wimpy Kid: Rodrick Rules,18000000.0,52698535.0,73695194.0,55695194.0
Amadeus,18000000.0,51973029.0,51973029.0,33973029.0
Prom Night,18000000.0,43869350.0,57193655.0,39193655.0
Soul Surfer,18000000.0,43853424.0,47158652.0,29158652.0
Under the Tuscan Sun,18000000.0,43601508.0,57490024.0,39490024.0
Uncle Drew,18000000.0,42469946.0,46527161.0,28527161.0
Birdman or (The Unexpected Virtue of Ignorance),18000000.0,42340598.0,103215094.0,85215094.0
Peggy Sue Got Married,18000000.0,41382841.0,41382841.0,23382841.0
Gosford Park,18000000.0,41300105.0,41300105.0,23300105.0
Orange County,18000000.0,41059716.0,43308707.0,25308707.0
Blue Jasmine,18000000.0,33404871.0,102912961.0,84912961.0
United 93,18000000.0,31567134.0,77635035.0,59635035.0
Honey,18000000.0,30272254.0,62646763.0,44646763.0
The Fog,18000000.0,29511112.0,37048526.0,19048526.0
Spy Hard,18000000.0,26936265.0,26936265.0,8936265.0
Ricki and the Flash,18000000.0,26839498.0,41166033.0,23166033.0
Glory,18000000.0,26593580.0,26593580.0,8593580.0
Conan the Destroyer,18000000.0,26400000.0,26400000.0,8400000.0
Love the Coopers,18000000.0,26302731.0,42227490.0,24227490.0
Catch-22,18000000.0,24911670.0,24911670.0,6911670.0
Observe and Report,18000000.0,24007324.0,27148898.0,9148898.0
Raging Bull,18000000.0,23380203.0,23380203.0,5380203.0
Love Happens,18000000.0,22965110.0,36133014.0,18133014.0
Fame,18000000.0,22455510.0,80227619.0,62227619.0
The Circle,18000000.0,20497844.0,40651864.0,22651864.0
Young Sherlock Holmes,18000000.0,19739000.0,19739000.0,1739000.0
127 Hours,18000000.0,18335230.0,60217171.0,42217171.0
Small Time Crooks,18000000.0,17266359.0,29934477.0,11934477.0
Center Stage,18000000.0,17200925.0,21361109.0,3361109.0
Norm of the North,18000000.0,17062499.0,30535660.0,12535660.0
Catch That Kid,18000000.0,16703799.0,16959614.0,-1040386.0
Jobs,18000000.0,16131410.0,43402515.0,25402515.0
Life as a House,18000000.0,15652637.0,23889158.0,5889158.0
Youth in Revolt,18000000.0,15285588.0,19685588.0,1685588.0
And So It Goes,18000000.0,15160801.0,17920013.0,-79987.0
"I Love You, Beth Cooper",18000000.0,14800725.0,16382538.0,-1617462.0
Blow Out,18000000.0,13747234.0,13747234.0,-4252766.0
The Tailor of Panama,18000000.0,13491653.0,27491653.0,9491653.0
The Legend of the Lone Ranger,18000000.0,13400000.0,13400000.0,-4600000.0
Labor Day,18000000.0,13371528.0,14189810.0,-3810190.0
Getaway,18000000.0,10501938.0,11813989.0,-6186011.0
The Ice Storm,18000000.0,8038061.0,16011975.0,-1988025.0
Being Julia,18000000.0,7739049.0,14488705.0,-3511295.0
Troop Beverly Hills,18000000.0,7190505.0,7190505.0,-10809495.0
Nine 1/2 Weeks,18000000.0,6734844.0,6734844.0,-11265156.0
The Last Station,18000000.0,6617867.0,15696146.0,-2303854.0
Dragonslayer,18000000.0,6000000.0,6000000.0,-12000000.0
Ed Wood,18000000.0,5828466.0,5828466.0,-12171534.0
Mongol,18000000.0,5705761.0,27147349.0,9147349.0
RocknRolla,18000000.0,5700626.0,27794339.0,9794339.0
Megaforce,18000000.0,5675599.0,5675599.0,-12324401.0
Mao's Last Dancer,18000000.0,4806750.0,25941437.0,7941437.0
Hamlet,18000000.0,4501094.0,7129670.0,-10870330.0
The Railway Man,18000000.0,4438438.0,23910210.0,5910210.0
